sample_idx,true_label,predicted_label,probabilities,correct,loss
test_0048.jpg,1,1,[0.04712231 0.9149455  0.03793229],1,0.5035524368286133
test_0049.jpg,2,2,[0.05956569 0.07581755 0.8646168 ],1,0.5035524368286133
test_0050.jpg,2,2,[0.10323858 0.08764179 0.80911964],1,0.5035524368286133
test_0051.jpg,0,0,[0.8887996  0.06090802 0.05029237],1,0.5035524368286133
test_0052.jpg,0,0,[0.83255595 0.072062   0.09538209],1,0.5035524368286133
test_0053.jpg,2,2,[0.06563671 0.07589158 0.85847175],1,0.5035524368286133
test_0054.jpg,0,0,[0.8887757  0.04465565 0.06656865],1,0.5035524368286133
test_0055.jpg,1,1,[0.09478331 0.8241705  0.08104622],1,0.5035524368286133
test_0056.jpg,0,0,[0.87575114 0.04824844 0.07600051],1,0.5035524368286133
test_0057.jpg,2,2,[0.15940253 0.27959993 0.56099755],1,0.5035524368286133
test_0058.jpg,2,2,[0.04828232 0.0751463  0.8765714 ],1,0.5035524368286133
test_0059.jpg,2,2,[0.0693104  0.07107802 0.8596116 ],1,0.5035524368286133
test_0060.jpg,2,2,[0.06176243 0.06781098 0.87042665],1,0.5035524368286133
test_0061.jpg,1,1,[0.04920163 0.8419209  0.10887741],1,0.5035524368286133
test_0062.jpg,1,1,[0.0596878  0.87872744 0.0615848 ],1,0.5035524368286133
test_0063.jpg,2,2,[0.05398385 0.05636011 0.88965607],1,0.5035524368286133
test_0064.jpg,0,0,[0.3885734  0.33849108 0.27293548],1,0.5224900841712952
test_0065.jpg,2,2,[0.07851731 0.06013215 0.8613505 ],1,0.5224900841712952
test_0066.jpg,2,2,[0.07083717 0.2079706  0.72119224],1,0.5224900841712952
test_0067.jpg,2,2,[0.06084977 0.05749584 0.8816544 ],1,0.5224900841712952
test_0068.jpg,0,0,[0.8573851  0.07435566 0.06825918],1,0.5224900841712952
test_0069.jpg,2,2,[0.06547237 0.06000902 0.8745186 ],1,0.5224900841712952
test_0070.jpg,2,2,[0.07347183 0.06769347 0.85883474],1,0.5224900841712952
test_0071.jpg,0,0,[0.8302153  0.07481439 0.09497032],1,0.5224900841712952
test_0072.jpg,2,2,[0.07023137 0.06395944 0.8658092 ],1,0.5224900841712952
test_0073.jpg,0,0,[0.86679417 0.06981162 0.06339416],1,0.5224900841712952
test_0074.jpg,1,1,[0.04547487 0.90773994 0.04678528],1,0.5224900841712952
test_0075.jpg,2,2,[0.05325172 0.05931708 0.88743114],1,0.5224900841712952
test_0076.jpg,0,0,[0.8667617  0.07116223 0.06207611],1,0.5224900841712952
test_0077.jpg,0,0,[0.8775409  0.06141004 0.06104907],1,0.5224900841712952
test_0078.jpg,0,0,[0.88618326 0.04730431 0.06651247],1,0.5224900841712952
test_0079.jpg,1,1,[0.06729043 0.8595238  0.07318577],1,0.5224900841712952
test_0080.jpg,1,1,[0.05245055 0.88068837 0.06686102],1,0.4952521324157715
test_0081.jpg,0,0,[0.8356255  0.06842729 0.09594721],1,0.4952521324157715
test_0082.jpg,0,0,[0.8739913  0.06584928 0.06015944],1,0.4952521324157715
test_0083.jpg,1,1,[0.07998895 0.8530509  0.06696013],1,0.4952521324157715
test_0084.jpg,1,1,[0.05431071 0.85857934 0.08710992],1,0.4952521324157715
test_0085.jpg,2,2,[0.08744854 0.08061815 0.8319333 ],1,0.4952521324157715
test_0086.jpg,2,2,[0.05557406 0.0807448  0.8636812 ],1,0.4952521324157715
test_0087.jpg,0,0,[0.89013404 0.04568319 0.06418271],1,0.4952521324157715
test_0088.jpg,1,1,[0.04348748 0.9134758  0.04303674],1,0.4952521324157715
test_0089.jpg,1,1,[0.03965333 0.90645    0.05389669],1,0.4952521324157715
test_0090.jpg,1,1,[0.06468248 0.88874686 0.04657062],1,0.4952521324157715
test_0091.jpg,0,0,[0.74904186 0.1712874  0.07967074],1,0.4952521324157715
test_0092.jpg,0,0,[0.83644015 0.06917185 0.09438807],1,0.4952521324157715
test_0093.jpg,2,2,[0.05114132 0.04796098 0.9008977 ],1,0.4952521324157715
test_0094.jpg,1,1,[0.09229268 0.8379848  0.06972256],1,0.4952521324157715
test_0095.jpg,2,2,[0.10968132 0.1430801  0.7472386 ],1,0.4952521324157715
test_0096.jpg,2,2,[0.06155255 0.04066487 0.89778256],1,0.4900972545146942
test_0097.jpg,2,2,[0.06185419 0.06123535 0.87691045],1,0.4900972545146942
test_0098.jpg,0,0,[0.8523935  0.06103438 0.0865721 ],1,0.4900972545146942
test_0099.jpg,1,1,[0.04784379 0.8843884  0.06776778],1,0.4900972545146942
test_0100.jpg,1,1,[0.04723611 0.8824186  0.07034542],1,0.4900972545146942
test_0101.jpg,0,0,[0.86772674 0.06970726 0.06256589],1,0.4900972545146942
test_0102.jpg,1,1,[0.06926619 0.84643847 0.08429538],1,0.4900972545146942
test_0103.jpg,1,1,[0.04621356 0.89825886 0.05552753],1,0.4900972545146942
test_0104.jpg,1,1,[0.0360212  0.90214705 0.06183171],1,0.4900972545146942
test_0105.jpg,1,1,[0.0618882  0.8535631  0.08454869],1,0.4900972545146942
test_0106.jpg,0,0,[0.7698564  0.08719638 0.14294721],1,0.4900972545146942
test_0107.jpg,2,2,[0.05391868 0.08039524 0.86568606],1,0.4900972545146942
test_0108.jpg,0,0,[0.8439526  0.08429831 0.07174908],1,0.4900972545146942
test_0109.jpg,1,1,[0.05979614 0.87642103 0.06378283],1,0.4900972545146942
test_0110.jpg,0,0,[0.8690369  0.0678286  0.06313453],1,0.4900972545146942
test_0111.jpg,2,2,[0.06073672 0.06298743 0.87627584],1,0.4900972545146942
test_0112.jpg,2,2,[0.07447853 0.17224745 0.75327396],1,0.5506841540336609
test_0113.jpg,2,2,[0.05816594 0.07727751 0.86455655],1,0.5506841540336609
test_0114.jpg,1,1,[0.04888827 0.89758754 0.05352425],1,0.5506841540336609
test_0115.jpg,0,0,[0.8471926  0.0714618  0.08134565],1,0.5506841540336609
test_0116.jpg,1,1,[0.0651658  0.88710606 0.04772814],1,0.5506841540336609
test_0117.jpg,0,0,[0.8899443  0.06648024 0.04357546],1,0.5506841540336609
test_0118.jpg,0,0,[0.8325577  0.0855588  0.08188351],1,0.5506841540336609
test_0119.jpg,1,2,[0.11240779 0.23182268 0.6557695 ],0,0.5506841540336609
test_0120.jpg,1,1,[0.06778233 0.87895405 0.05326359],1,0.5506841540336609
test_0121.jpg,0,0,[0.84420604 0.10147485 0.05431909],1,0.5506841540336609
test_0122.jpg,2,2,[0.05666402 0.08841215 0.8549238 ],1,0.5506841540336609
test_0123.jpg,0,0,[0.8664093  0.0680955  0.06549522],1,0.5506841540336609
test_0124.jpg,2,2,[0.06426384 0.0767897  0.8589465 ],1,0.5506841540336609
test_0125.jpg,1,1,[0.04598249 0.87994736 0.07407012],1,0.5506841540336609
test_0126.jpg,0,0,[0.8607084  0.06516887 0.07412267],1,0.5506841540336609
test_0127.jpg,1,1,[0.05821008 0.8631472  0.07864282],1,0.5506841540336609
test_0128.jpg,1,1,[0.05142591 0.8951394  0.05343475],1,0.5507528185844421
test_0129.jpg,0,0,[0.87190205 0.07247881 0.05561913],1,0.5507528185844421
test_0130.jpg,0,0,[0.8828713  0.05871787 0.05841087],1,0.5507528185844421
test_0131.jpg,1,0,[0.5100782  0.33561817 0.15430366],0,0.5507528185844421
test_0132.jpg,0,0,[0.82726854 0.07317167 0.09955978],1,0.5507528185844421
test_0133.jpg,0,0,[0.88280034 0.06857592 0.04862373],1,0.5507528185844421
test_0134.jpg,1,1,[0.0375379 0.9148155 0.0476467],1,0.5507528185844421
test_0135.jpg,0,0,[0.8444722  0.0850736  0.07045414],1,0.5507528185844421
test_0136.jpg,0,0,[0.4777562  0.18066075 0.34158298],1,0.5507528185844421
test_0137.jpg,1,1,[0.06404714 0.868601   0.0673519 ],1,0.5507528185844421
test_0138.jpg,2,2,[0.0583619  0.06946071 0.87217736],1,0.5507528185844421
test_0139.jpg,1,1,[0.05384967 0.8702062  0.07594414],1,0.5507528185844421
test_0140.jpg,2,2,[0.07116225 0.09792478 0.83091295],1,0.5507528185844421
test_0141.jpg,1,1,[0.06454503 0.84164613 0.0938089 ],1,0.5507528185844421
test_0142.jpg,2,2,[0.06085088 0.1452245  0.7939247 ],1,0.5507528185844421
test_0143.jpg,0,0,[0.849718   0.06938426 0.08089779],1,0.5507528185844421
test_0144.jpg,1,1,[0.06586472 0.8720885  0.06204674],1,0.6156593561172485
test_0145.jpg,0,0,[0.8507014  0.07211898 0.07717958],1,0.6156593561172485
test_0146.jpg,2,2,[0.07280558 0.06911637 0.85807806],1,0.6156593561172485
test_0147.jpg,1,1,[0.05582062 0.87313765 0.07104167],1,0.6156593561172485
test_0148.jpg,0,0,[0.7162307  0.08368374 0.20008558],1,0.6156593561172485
test_0149.jpg,2,2,[0.05635483 0.06824777 0.87539744],1,0.6156593561172485
test_0150.jpg,1,1,[0.06092124 0.87465376 0.06442505],1,0.6156593561172485
test_0151.jpg,0,0,[0.70085716 0.06867372 0.23046902],1,0.6156593561172485
test_0152.jpg,0,2,[0.10653975 0.27743486 0.6160254 ],0,0.6156593561172485
test_0153.jpg,2,2,[0.05641029 0.05166804 0.89192164],1,0.6156593561172485
test_0154.jpg,0,0,[0.7718253  0.12894088 0.09923385],1,0.6156593561172485
test_0155.jpg,0,0,[0.5525065  0.09095802 0.35653543],1,0.6156593561172485
test_0156.jpg,0,0,[0.8798649  0.04955659 0.07057852],1,0.6156593561172485
test_0157.jpg,0,0,[0.8937743  0.05608145 0.0501443 ],1,0.6156593561172485
test_0158.jpg,0,0,[0.8759384  0.06130559 0.06275598],1,0.6156593561172485
test_0159.jpg,1,1,[0.03802435 0.93822366 0.02375195],1,0.6156593561172485
test_0160.jpg,0,0,[0.8691235  0.07146563 0.05941089],1,0.5140866637229919
test_0161.jpg,2,2,[0.05718797 0.12666196 0.81615   ],1,0.5140866637229919
test_0162.jpg,2,2,[0.05629112 0.04096973 0.90273917],1,0.5140866637229919
test_0163.jpg,1,1,[0.05812356 0.894157   0.04771942],1,0.5140866637229919
test_0164.jpg,2,2,[0.05436798 0.07164141 0.8739906 ],1,0.5140866637229919
test_0165.jpg,0,0,[0.91120845 0.04158125 0.04721025],1,0.5140866637229919
test_0166.jpg,0,0,[0.44640562 0.41625306 0.1373413 ],1,0.5140866637229919
test_0167.jpg,2,2,[0.05850538 0.06266181 0.8788328 ],1,0.5140866637229919
test_0168.jpg,2,2,[0.05989519 0.07602591 0.86407894],1,0.5140866637229919
test_0169.jpg,2,2,[0.05148026 0.05035061 0.89816916],1,0.5140866637229919
test_0170.jpg,2,2,[0.07116812 0.07857715 0.8502547 ],1,0.5140866637229919
test_0171.jpg,2,2,[0.05103032 0.06689152 0.8820781 ],1,0.5140866637229919
test_0172.jpg,2,2,[0.06736498 0.06708076 0.86555433],1,0.5140866637229919
test_0173.jpg,2,2,[0.05730945 0.08129315 0.8613974 ],1,0.5140866637229919
test_0174.jpg,0,0,[0.8786958  0.06519228 0.05611194],1,0.5140866637229919
test_0175.jpg,0,0,[0.86551255 0.07186913 0.06261827],1,0.5140866637229919
test_0176.jpg,0,0,[0.83179635 0.0885044  0.07969918],1,0.511845052242279
test_0177.jpg,1,1,[0.06799189 0.8940085  0.03799951],1,0.511845052242279
test_0178.jpg,1,1,[0.04969778 0.5975513  0.35275093],1,0.511845052242279
test_0179.jpg,2,2,[0.06449109 0.08183008 0.85367876],1,0.511845052242279
test_0180.jpg,0,0,[0.859337   0.08344175 0.05722124],1,0.511845052242279
test_0181.jpg,0,0,[0.8451969  0.09708691 0.05771613],1,0.511845052242279
test_0182.jpg,2,2,[0.06011043 0.09567115 0.8442185 ],1,0.511845052242279
test_0183.jpg,2,2,[0.04872357 0.12538351 0.825893  ],1,0.511845052242279
test_0184.jpg,2,2,[0.06213975 0.05786141 0.8799988 ],1,0.511845052242279
test_0185.jpg,2,2,[0.14351253 0.06107095 0.7954166 ],1,0.511845052242279
test_0186.jpg,2,2,[0.04372556 0.05071492 0.90555954],1,0.511845052242279
test_0187.jpg,0,0,[0.67726713 0.13013674 0.19259608],1,0.511845052242279
test_0188.jpg,2,2,[0.05889776 0.06806145 0.8730408 ],1,0.511845052242279
test_0189.jpg,2,2,[0.0623572  0.05880141 0.8788414 ],1,0.511845052242279
test_0190.jpg,1,1,[0.05349219 0.8629202  0.0835875 ],1,0.511845052242279
test_0191.jpg,2,2,[0.08680657 0.08398238 0.829211  ],1,0.511845052242279
test_0192.jpg,0,0,[0.88487846 0.06317062 0.05195083],1,0.5285651683807373
test_0193.jpg,2,2,[0.08690893 0.12163963 0.79145145],1,0.5285651683807373
test_0194.jpg,0,0,[0.8432497  0.07262938 0.08412091],1,0.5285651683807373
test_0195.jpg,1,1,[0.04639416 0.88920766 0.06439824],1,0.5285651683807373
test_0196.jpg,1,1,[0.09500618 0.8155187  0.08947508],1,0.5285651683807373
test_0197.jpg,0,0,[0.8554726  0.08033885 0.06418857],1,0.5285651683807373
test_0198.jpg,1,1,[0.05900299 0.9115603  0.0294368 ],1,0.5285651683807373
test_0199.jpg,2,2,[0.07340195 0.09253748 0.8340606 ],1,0.5285651683807373
test_0200.jpg,2,2,[0.06619091 0.19687483 0.73693424],1,0.5285651683807373
test_0201.jpg,1,2,[0.06220771 0.417049   0.5207433 ],0,0.5285651683807373
test_0202.jpg,2,2,[0.15204228 0.09417862 0.7537791 ],1,0.5285651683807373
test_0203.jpg,1,1,[0.06782927 0.87837464 0.05379599],1,0.5285651683807373
test_0204.jpg,2,2,[0.06232679 0.07150862 0.86616457],1,0.5285651683807373
test_0205.jpg,2,2,[0.0567861  0.07038576 0.8728281 ],1,0.5285651683807373
test_0206.jpg,1,1,[0.03797352 0.8860551  0.07597145],1,0.5285651683807373
test_0207.jpg,0,0,[0.8318894  0.07524139 0.09286919],1,0.5285651683807373
test_0208.jpg,2,2,[0.05681793 0.05215556 0.8910265 ],1,0.5123569965362549
test_0209.jpg,1,1,[0.28243762 0.6126212  0.10494114],1,0.5123569965362549
test_0210.jpg,1,1,[0.07938372 0.82245255 0.09816373],1,0.5123569965362549
test_0211.jpg,1,1,[0.11950696 0.75078607 0.12970693],1,0.5123569965362549
test_0212.jpg,2,2,[0.07981806 0.08613824 0.8340437 ],1,0.5123569965362549
test_0213.jpg,0,0,[0.74312997 0.08320294 0.17366707],1,0.5123569965362549
test_0214.jpg,1,1,[0.04019639 0.9119995  0.04780414],1,0.5123569965362549
test_0215.jpg,0,0,[0.7978143  0.09547653 0.10670919],1,0.5123569965362549
test_0216.jpg,2,2,[0.06427903 0.06543951 0.87028146],1,0.5123569965362549
test_0217.jpg,1,1,[0.05637936 0.88955796 0.05406267],1,0.5123569965362549
test_0218.jpg,2,2,[0.05444711 0.06849568 0.8770572 ],1,0.5123569965362549
test_0219.jpg,0,0,[0.8404046  0.09462932 0.06496602],1,0.5123569965362549
test_0220.jpg,2,2,[0.0465867  0.06027321 0.89314   ],1,0.5123569965362549
test_0221.jpg,0,0,[0.701358   0.10475639 0.19388564],1,0.5123569965362549
test_0222.jpg,0,0,[0.8679815  0.05755256 0.0744659 ],1,0.5123569965362549
test_0223.jpg,2,2,[0.05619995 0.13837036 0.8054297 ],1,0.5123569965362549
test_0224.jpg,2,2,[0.06395528 0.05583276 0.88021195],1,0.5035877227783203
test_0225.jpg,0,0,[0.72758406 0.08913962 0.18327627],1,0.5035877227783203
test_0226.jpg,2,2,[0.06201954 0.08359438 0.8543861 ],1,0.5035877227783203
test_0227.jpg,0,0,[0.8182499  0.08065848 0.10109165],1,0.5035877227783203
test_0228.jpg,2,2,[0.0474002  0.21457684 0.7380229 ],1,0.5035877227783203
test_0229.jpg,0,0,[0.83755046 0.07836057 0.08408894],1,0.5035877227783203
test_0230.jpg,1,1,[0.05069225 0.9177622  0.03154547],1,0.5035877227783203
test_0231.jpg,2,2,[0.04662022 0.0589367  0.8944431 ],1,0.5035877227783203
test_0232.jpg,0,0,[0.7932331  0.10708042 0.09968649],1,0.5035877227783203
test_0233.jpg,1,1,[0.06604359 0.83371097 0.10024545],1,0.5035877227783203
test_0234.jpg,0,0,[0.8514561  0.09207059 0.05647327],1,0.5035877227783203
test_0235.jpg,2,2,[0.16546506 0.09934724 0.7351877 ],1,0.5035877227783203
test_0236.jpg,1,1,[0.08656603 0.8462915  0.06714246],1,0.5035877227783203
test_0237.jpg,0,0,[0.90437585 0.05323482 0.04238928],1,0.5035877227783203
test_0238.jpg,2,2,[0.03713201 0.06085123 0.90201676],1,0.5035877227783203
test_0239.jpg,1,1,[0.06852576 0.8738643  0.05760997],1,0.5035877227783203
test_0240.jpg,0,0,[0.8191195  0.07929557 0.1015849 ],1,0.4932802617549896
test_0241.jpg,1,1,[0.05737737 0.8588525  0.08377018],1,0.4932802617549896
test_0242.jpg,2,2,[0.06330829 0.06893578 0.86775595],1,0.4932802617549896
test_0243.jpg,1,1,[0.04984248 0.90395397 0.04620353],1,0.4932802617549896
test_0244.jpg,1,1,[0.09911029 0.85607225 0.04481743],1,0.4932802617549896
test_0245.jpg,2,2,[0.0477036  0.05299871 0.8992978 ],1,0.4932802617549896
test_0246.jpg,1,1,[0.05679612 0.80885285 0.13435103],1,0.4932802617549896
test_0247.jpg,0,0,[0.89276433 0.05172381 0.05551196],1,0.4932802617549896
test_0248.jpg,2,2,[0.06909642 0.08023822 0.8506654 ],1,0.4932802617549896
test_0249.jpg,0,0,[0.8755617  0.07859654 0.0458418 ],1,0.4932802617549896
test_0250.jpg,1,1,[0.05375717 0.8898156  0.05642718],1,0.4932802617549896
test_0251.jpg,0,0,[0.7897774  0.09755186 0.11267068],1,0.4932802617549896
test_0252.jpg,1,1,[0.1338498 0.7948824 0.0712678],1,0.4932802617549896
test_0253.jpg,2,2,[0.06330182 0.07429906 0.8623991 ],1,0.4932802617549896
test_0254.jpg,2,2,[0.09498008 0.06877543 0.8362445 ],1,0.4932802617549896
test_0255.jpg,0,0,[0.8258383  0.06939605 0.10476564],1,0.4932802617549896
test_0256.jpg,2,2,[0.07080892 0.06575882 0.8634323 ],1,0.49038752913475037
test_0257.jpg,1,1,[0.07159729 0.79684997 0.13155268],1,0.49038752913475037
test_0258.jpg,0,0,[0.86538476 0.06912143 0.06549374],1,0.49038752913475037
test_0259.jpg,2,2,[0.080832   0.10294954 0.81621844],1,0.49038752913475037
test_0260.jpg,2,2,[0.07144835 0.08073062 0.847821  ],1,0.49038752913475037
test_0261.jpg,0,0,[0.84548765 0.07599331 0.07851906],1,0.49038752913475037
test_0262.jpg,2,2,[0.06430259 0.07053074 0.8651667 ],1,0.49038752913475037
test_0263.jpg,0,0,[0.8696388  0.06821975 0.06214149],1,0.49038752913475037
test_0264.jpg,0,0,[0.8624818  0.07514708 0.06237115],1,0.49038752913475037
test_0265.jpg,2,2,[0.0580478  0.06090834 0.88104385],1,0.49038752913475037
test_0266.jpg,1,1,[0.05022715 0.90631765 0.04345512],1,0.49038752913475037
test_0267.jpg,1,1,[0.04381457 0.90205216 0.05413325],1,0.49038752913475037
test_0268.jpg,0,0,[0.8614555  0.05963467 0.07890987],1,0.49038752913475037
test_0269.jpg,2,2,[0.05624577 0.0924366  0.85131764],1,0.49038752913475037
test_0270.jpg,2,2,[0.03567736 0.11680348 0.84751916],1,0.49038752913475037
test_0271.jpg,0,0,[0.85985434 0.0683277  0.07181791],1,0.49038752913475037
test_0272.jpg,2,2,[0.06745785 0.06469716 0.867845  ],1,0.5196682810783386
test_0273.jpg,2,2,[0.08932146 0.05064382 0.8600347 ],1,0.5196682810783386
test_0274.jpg,1,1,[0.0519985  0.84807366 0.09992784],1,0.5196682810783386
test_0275.jpg,2,2,[0.06840741 0.0649743  0.8666182 ],1,0.5196682810783386
test_0276.jpg,2,2,[0.12630212 0.08383697 0.7898609 ],1,0.5196682810783386
test_0277.jpg,0,0,[0.7689214  0.12860978 0.10246886],1,0.5196682810783386
test_0278.jpg,0,0,[0.7611459  0.12527026 0.11358382],1,0.5196682810783386
test_0279.jpg,2,2,[0.05789104 0.05992781 0.88218117],1,0.5196682810783386
test_0280.jpg,0,0,[0.8643453  0.07726878 0.05838589],1,0.5196682810783386
test_0281.jpg,1,1,[0.2458595  0.44310638 0.31103405],1,0.5196682810783386
test_0282.jpg,0,0,[0.8724799  0.06700154 0.06051853],1,0.5196682810783386
test_0283.jpg,0,0,[0.8381332  0.09043271 0.07143407],1,0.5196682810783386
test_0284.jpg,2,2,[0.05450807 0.07837562 0.86711633],1,0.5196682810783386
test_0285.jpg,1,1,[0.06740035 0.8398341  0.09276563],1,0.5196682810783386
test_0286.jpg,2,2,[0.05692552 0.06347173 0.8796028 ],1,0.5196682810783386
test_0287.jpg,0,0,[0.7455943  0.12792002 0.12648559],1,0.5196682810783386
test_0288.jpg,1,1,[0.06969449 0.713596   0.21670942],1,0.5015767812728882
test_0289.jpg,2,2,[0.04651515 0.07182519 0.8816596 ],1,0.5015767812728882
test_0290.jpg,1,1,[0.04989302 0.8830301  0.06707675],1,0.5015767812728882
test_0291.jpg,2,2,[0.05713332 0.0574253  0.88544136],1,0.5015767812728882
test_0292.jpg,1,1,[0.07346027 0.705055   0.22148475],1,0.5015767812728882
test_0293.jpg,1,1,[0.05829029 0.89477986 0.04692984],1,0.5015767812728882
test_0294.jpg,0,0,[0.8742495  0.0706152  0.05513519],1,0.5015767812728882
test_0295.jpg,2,2,[0.05152798 0.05885988 0.8896121 ],1,0.5015767812728882
test_0296.jpg,2,2,[0.04643671 0.08213995 0.87142336],1,0.5015767812728882
test_0297.jpg,2,2,[0.0581515  0.06588095 0.87596756],1,0.5015767812728882
test_0298.jpg,0,0,[0.86558414 0.07424606 0.06016983],1,0.5015767812728882
test_0299.jpg,0,0,[0.867851   0.07467108 0.05747795],1,0.5015767812728882
test_0300.jpg,0,0,[0.870708   0.07222386 0.05706812],1,0.5015767812728882
test_0301.jpg,0,0,[0.86856216 0.0600036  0.07143422],1,0.5015767812728882
test_0302.jpg,1,1,[0.05003937 0.8572641  0.09269648],1,0.5015767812728882
test_0303.jpg,1,1,[0.07387237 0.75339437 0.17273323],1,0.5015767812728882
test_0304.jpg,0,0,[0.85892326 0.0789564  0.06212032],1,0.536933422088623
test_0305.jpg,0,0,[0.49826524 0.33446285 0.16727196],1,0.536933422088623
test_0306.jpg,1,1,[0.0618673  0.8836291  0.05450366],1,0.536933422088623
test_0307.jpg,0,0,[0.83684987 0.07112606 0.09202408],1,0.536933422088623
test_0308.jpg,0,0,[0.84811336 0.0777084  0.07417829],1,0.536933422088623
test_0309.jpg,1,1,[0.05104295 0.8994929  0.04946416],1,0.536933422088623
test_0310.jpg,2,2,[0.0595056  0.05981351 0.8806809 ],1,0.536933422088623
test_0311.jpg,0,0,[0.52672225 0.21421766 0.2590601 ],1,0.536933422088623
test_0312.jpg,1,1,[0.06423499 0.5956208  0.34014416],1,0.536933422088623
test_0313.jpg,1,1,[0.066925   0.89097434 0.0421007 ],1,0.536933422088623
test_0314.jpg,2,2,[0.10100469 0.07539949 0.82359576],1,0.536933422088623
test_0315.jpg,2,2,[0.05537197 0.07227283 0.8723552 ],1,0.536933422088623
test_0316.jpg,2,2,[0.07266758 0.07007558 0.8572568 ],1,0.536933422088623
test_0317.jpg,0,0,[0.8563925  0.07263885 0.07096864],1,0.536933422088623
test_0318.jpg,2,2,[0.08619065 0.07658135 0.83722806],1,0.536933422088623
test_0319.jpg,2,2,[0.06712925 0.07716093 0.8557098 ],1,0.536933422088623
test_0320.jpg,0,0,[0.85448515 0.07762703 0.06788787],1,0.5259787440299988
test_0321.jpg,2,2,[0.06872731 0.08733939 0.84393334],1,0.5259787440299988
