sample_idx,true_label,predicted_label,batch_loss
test_0046.jpg,1,0,1.4176037311553955
test_0047.jpg,1,0,1.4176037311553955
test_0048.jpg,1,0,1.3467533588409424
test_0049.jpg,2,1,1.3467533588409424
test_0050.jpg,2,1,1.3467533588409424
test_0051.jpg,0,0,1.3467533588409424
test_0052.jpg,0,2,1.3467533588409424
test_0053.jpg,2,1,1.3467533588409424
test_0054.jpg,0,0,1.3467533588409424
test_0055.jpg,1,0,1.3467533588409424
test_0056.jpg,0,0,1.3467533588409424
test_0057.jpg,2,1,1.3467533588409424
test_0058.jpg,2,1,1.3467533588409424
test_0059.jpg,2,1,1.3467533588409424
test_0060.jpg,2,1,1.3467533588409424
test_0061.jpg,1,0,1.3467533588409424
test_0062.jpg,1,0,1.3467533588409424
test_0063.jpg,2,1,1.3467533588409424
test_0064.jpg,0,0,1.2193950414657593
test_0065.jpg,2,1,1.2193950414657593
test_0066.jpg,2,1,1.2193950414657593
test_0067.jpg,2,1,1.2193950414657593
test_0068.jpg,0,0,1.2193950414657593
test_0069.jpg,2,1,1.2193950414657593
test_0070.jpg,2,1,1.2193950414657593
test_0071.jpg,0,0,1.2193950414657593
test_0072.jpg,2,1,1.2193950414657593
test_0073.jpg,0,2,1.2193950414657593
test_0074.jpg,1,0,1.2193950414657593
test_0075.jpg,2,1,1.2193950414657593
test_0076.jpg,0,0,1.2193950414657593
test_0077.jpg,0,0,1.2193950414657593
test_0078.jpg,0,0,1.2193950414657593
test_0079.jpg,1,1,1.2193950414657593
test_0080.jpg,1,0,1.2978119850158691
test_0081.jpg,0,0,1.2978119850158691
test_0082.jpg,0,0,1.2978119850158691
test_0083.jpg,1,0,1.2978119850158691
test_0084.jpg,1,0,1.2978119850158691
test_0085.jpg,2,1,1.2978119850158691
test_0086.jpg,2,1,1.2978119850158691
test_0087.jpg,0,0,1.2978119850158691
test_0088.jpg,1,0,1.2978119850158691
test_0089.jpg,1,0,1.2978119850158691
test_0090.jpg,1,0,1.2978119850158691
test_0091.jpg,0,1,1.2978119850158691
test_0092.jpg,0,0,1.2978119850158691
test_0093.jpg,2,1,1.2978119850158691
test_0094.jpg,1,0,1.2978119850158691
test_0095.jpg,2,1,1.2978119850158691
test_0096.jpg,2,1,1.280219554901123
test_0097.jpg,2,1,1.280219554901123
test_0098.jpg,0,0,1.280219554901123
test_0099.jpg,1,0,1.280219554901123
test_0100.jpg,1,0,1.280219554901123
test_0101.jpg,0,0,1.280219554901123
test_0102.jpg,1,0,1.280219554901123
test_0103.jpg,1,0,1.280219554901123
test_0104.jpg,1,0,1.280219554901123
test_0105.jpg,1,0,1.280219554901123
test_0106.jpg,0,1,1.280219554901123
test_0107.jpg,2,1,1.280219554901123
test_0108.jpg,0,0,1.280219554901123
test_0109.jpg,1,0,1.280219554901123
test_0110.jpg,0,0,1.280219554901123
test_0111.jpg,2,1,1.280219554901123
test_0112.jpg,2,1,1.1971454620361328
test_0113.jpg,2,1,1.1971454620361328
test_0114.jpg,1,0,1.1971454620361328
test_0115.jpg,0,1,1.1971454620361328
test_0116.jpg,1,0,1.1971454620361328
test_0117.jpg,0,1,1.1971454620361328
test_0118.jpg,0,0,1.1971454620361328
test_0119.jpg,1,1,1.1971454620361328
test_0120.jpg,1,0,1.1971454620361328
test_0121.jpg,0,0,1.1971454620361328
test_0122.jpg,2,1,1.1971454620361328
test_0123.jpg,0,0,1.1971454620361328
test_0124.jpg,2,1,1.1971454620361328
test_0125.jpg,1,0,1.1971454620361328
test_0126.jpg,0,0,1.1971454620361328
test_0127.jpg,1,0,1.1971454620361328
test_0128.jpg,1,0,1.1012678146362305
test_0129.jpg,0,0,1.1012678146362305
test_0130.jpg,0,0,1.1012678146362305
test_0131.jpg,1,0,1.1012678146362305
test_0132.jpg,0,0,1.1012678146362305
test_0133.jpg,0,0,1.1012678146362305
test_0134.jpg,1,0,1.1012678146362305
test_0135.jpg,0,0,1.1012678146362305
test_0136.jpg,0,0,1.1012678146362305
test_0137.jpg,1,0,1.1012678146362305
test_0138.jpg,2,1,1.1012678146362305
test_0139.jpg,1,1,1.1012678146362305
test_0140.jpg,2,1,1.1012678146362305
test_0141.jpg,1,0,1.1012678146362305
test_0142.jpg,2,0,1.1012678146362305
test_0143.jpg,0,0,1.1012678146362305
test_0144.jpg,1,0,1.2955996990203857
test_0145.jpg,0,0,1.2955996990203857
test_0146.jpg,2,1,1.2955996990203857
test_0147.jpg,1,0,1.2955996990203857
test_0148.jpg,0,1,1.2955996990203857
test_0149.jpg,2,1,1.2955996990203857
test_0150.jpg,1,0,1.2955996990203857
test_0151.jpg,0,0,1.2955996990203857
test_0152.jpg,0,1,1.2955996990203857
test_0153.jpg,2,1,1.2955996990203857
test_0154.jpg,0,1,1.2955996990203857
test_0155.jpg,0,1,1.2955996990203857
test_0156.jpg,0,0,1.2955996990203857
test_0157.jpg,0,1,1.2955996990203857
test_0158.jpg,0,0,1.2955996990203857
test_0159.jpg,1,0,1.2955996990203857
test_0160.jpg,0,0,1.2899237871170044
test_0161.jpg,2,1,1.2899237871170044
test_0162.jpg,2,1,1.2899237871170044
test_0163.jpg,1,0,1.2899237871170044
test_0164.jpg,2,1,1.2899237871170044
test_0165.jpg,0,1,1.2899237871170044
test_0166.jpg,0,1,1.2899237871170044
test_0167.jpg,2,1,1.2899237871170044
test_0168.jpg,2,1,1.2899237871170044
test_0169.jpg,2,1,1.2899237871170044
test_0170.jpg,2,1,1.2899237871170044
test_0171.jpg,2,1,1.2899237871170044
test_0172.jpg,2,1,1.2899237871170044
test_0173.jpg,2,1,1.2899237871170044
test_0174.jpg,0,0,1.2899237871170044
test_0175.jpg,0,0,1.2899237871170044
test_0176.jpg,0,0,1.309319019317627
test_0177.jpg,1,0,1.309319019317627
test_0178.jpg,1,1,1.309319019317627
test_0179.jpg,2,1,1.309319019317627
test_0180.jpg,0,0,1.309319019317627
test_0181.jpg,0,0,1.309319019317627
test_0182.jpg,2,1,1.309319019317627
test_0183.jpg,2,1,1.309319019317627
test_0184.jpg,2,1,1.309319019317627
test_0185.jpg,2,1,1.309319019317627
test_0186.jpg,2,1,1.309319019317627
test_0187.jpg,0,1,1.309319019317627
test_0188.jpg,2,1,1.309319019317627
test_0189.jpg,2,1,1.309319019317627
test_0190.jpg,1,0,1.309319019317627
test_0191.jpg,2,1,1.309319019317627
test_0192.jpg,0,0,1.3091988563537598
test_0193.jpg,2,1,1.3091988563537598
test_0194.jpg,0,0,1.3091988563537598
test_0195.jpg,1,0,1.3091988563537598
test_0196.jpg,1,0,1.3091988563537598
test_0197.jpg,0,0,1.3091988563537598
test_0198.jpg,1,0,1.3091988563537598
test_0199.jpg,2,1,1.3091988563537598
test_0200.jpg,2,1,1.3091988563537598
test_0201.jpg,1,1,1.3091988563537598
test_0202.jpg,2,1,1.3091988563537598
test_0203.jpg,1,0,1.3091988563537598
test_0204.jpg,2,1,1.3091988563537598
test_0205.jpg,2,1,1.3091988563537598
test_0206.jpg,1,0,1.3091988563537598
test_0207.jpg,0,0,1.3091988563537598
test_0208.jpg,2,1,1.2880033254623413
test_0209.jpg,1,0,1.2880033254623413
test_0210.jpg,1,0,1.2880033254623413
test_0211.jpg,1,0,1.2880033254623413
test_0212.jpg,2,1,1.2880033254623413
test_0213.jpg,0,0,1.2880033254623413
test_0214.jpg,1,0,1.2880033254623413
test_0215.jpg,0,0,1.2880033254623413
test_0216.jpg,2,1,1.2880033254623413
test_0217.jpg,1,1,1.2880033254623413
test_0218.jpg,2,1,1.2880033254623413
test_0219.jpg,0,1,1.2880033254623413
test_0220.jpg,2,1,1.2880033254623413
test_0221.jpg,0,2,1.2880033254623413
test_0222.jpg,0,0,1.2880033254623413
test_0223.jpg,2,1,1.2880033254623413
test_0224.jpg,2,1,1.192921757698059
test_0225.jpg,0,0,1.192921757698059
test_0226.jpg,2,1,1.192921757698059
test_0227.jpg,0,0,1.192921757698059
test_0228.jpg,2,1,1.192921757698059
test_0229.jpg,0,0,1.192921757698059
test_0230.jpg,1,0,1.192921757698059
test_0231.jpg,2,1,1.192921757698059
test_0232.jpg,0,0,1.192921757698059
test_0233.jpg,1,0,1.192921757698059
test_0234.jpg,0,0,1.192921757698059
test_0235.jpg,2,1,1.192921757698059
test_0236.jpg,1,0,1.192921757698059
test_0237.jpg,0,0,1.192921757698059
test_0238.jpg,2,1,1.192921757698059
test_0239.jpg,1,0,1.192921757698059
test_0240.jpg,0,0,1.329506278038025
test_0241.jpg,1,0,1.329506278038025
test_0242.jpg,2,1,1.329506278038025
test_0243.jpg,1,0,1.329506278038025
test_0244.jpg,1,0,1.329506278038025
test_0245.jpg,2,1,1.329506278038025
test_0246.jpg,1,2,1.329506278038025
test_0247.jpg,0,0,1.329506278038025
test_0248.jpg,2,1,1.329506278038025
test_0249.jpg,0,0,1.329506278038025
test_0250.jpg,1,0,1.329506278038025
test_0251.jpg,0,2,1.329506278038025
test_0252.jpg,1,0,1.329506278038025
test_0253.jpg,2,1,1.329506278038025
test_0254.jpg,2,1,1.329506278038025
test_0255.jpg,0,0,1.329506278038025
test_0256.jpg,2,1,1.2013070583343506
test_0257.jpg,1,0,1.2013070583343506
test_0258.jpg,0,0,1.2013070583343506
test_0259.jpg,2,1,1.2013070583343506
test_0260.jpg,2,1,1.2013070583343506
test_0261.jpg,0,0,1.2013070583343506
test_0262.jpg,2,1,1.2013070583343506
test_0263.jpg,0,0,1.2013070583343506
test_0264.jpg,0,0,1.2013070583343506
test_0265.jpg,2,1,1.2013070583343506
test_0266.jpg,1,0,1.2013070583343506
test_0267.jpg,1,0,1.2013070583343506
test_0268.jpg,0,0,1.2013070583343506
test_0269.jpg,2,1,1.2013070583343506
test_0270.jpg,2,1,1.2013070583343506
test_0271.jpg,0,0,1.2013070583343506
test_0272.jpg,2,1,1.1875923871994019
test_0273.jpg,2,1,1.1875923871994019
test_0274.jpg,1,0,1.1875923871994019
test_0275.jpg,2,1,1.1875923871994019
test_0276.jpg,2,1,1.1875923871994019
test_0277.jpg,0,0,1.1875923871994019
test_0278.jpg,0,0,1.1875923871994019
test_0279.jpg,2,1,1.1875923871994019
test_0280.jpg,0,0,1.1875923871994019
test_0281.jpg,1,0,1.1875923871994019
test_0282.jpg,0,0,1.1875923871994019
test_0283.jpg,0,0,1.1875923871994019
test_0284.jpg,2,1,1.1875923871994019
test_0285.jpg,1,0,1.1875923871994019
test_0286.jpg,2,1,1.1875923871994019
test_0287.jpg,0,1,1.1875923871994019
test_0288.jpg,1,0,1.3028571605682373
test_0289.jpg,2,1,1.3028571605682373
test_0290.jpg,1,0,1.3028571605682373
test_0291.jpg,2,1,1.3028571605682373
test_0292.jpg,1,0,1.3028571605682373
test_0293.jpg,1,0,1.3028571605682373
test_0294.jpg,0,0,1.3028571605682373
test_0295.jpg,2,1,1.3028571605682373
test_0296.jpg,2,1,1.3028571605682373
test_0297.jpg,2,1,1.3028571605682373
test_0298.jpg,0,0,1.3028571605682373
test_0299.jpg,0,0,1.3028571605682373
test_0300.jpg,0,0,1.3028571605682373
test_0301.jpg,0,2,1.3028571605682373
test_0302.jpg,1,0,1.3028571605682373
test_0303.jpg,1,0,1.3028571605682373
test_0304.jpg,0,0,1.2220675945281982
test_0305.jpg,0,0,1.2220675945281982
test_0306.jpg,1,0,1.2220675945281982
test_0307.jpg,0,0,1.2220675945281982
test_0308.jpg,0,0,1.2220675945281982
test_0309.jpg,1,1,1.2220675945281982
test_0310.jpg,2,1,1.2220675945281982
test_0311.jpg,0,0,1.2220675945281982
test_0312.jpg,1,0,1.2220675945281982
test_0313.jpg,1,0,1.2220675945281982
test_0314.jpg,2,1,1.2220675945281982
test_0315.jpg,2,1,1.2220675945281982
test_0316.jpg,2,1,1.2220675945281982
test_0317.jpg,0,0,1.2220675945281982
test_0318.jpg,2,1,1.2220675945281982
test_0319.jpg,2,1,1.2220675945281982
test_0320.jpg,0,0,1.2382786273956299
test_0321.jpg,2,1,1.2382786273956299
test_0322.jpg,1,0,1.2382786273956299
test_0323.jpg,1,1,1.2382786273956299
test_0324.jpg,2,1,1.2382786273956299
test_0325.jpg,2,1,1.2382786273956299
test_0326.jpg,0,0,1.2382786273956299
test_0327.jpg,2,1,1.2382786273956299
test_0328.jpg,0,0,1.2382786273956299
test_0329.jpg,0,0,1.2382786273956299
test_0330.jpg,1,0,1.2382786273956299
test_0331.jpg,2,1,1.2382786273956299
test_0332.jpg,0,0,1.2382786273956299
test_0333.jpg,2,1,1.2382786273956299
test_0334.jpg,2,1,1.2382786273956299
test_0335.jpg,0,0,1.2382786273956299
test_0336.jpg,1,0,1.2467492818832397
test_0337.jpg,0,0,1.2467492818832397
test_0338.jpg,1,0,1.2467492818832397
test_0339.jpg,0,0,1.2467492818832397
test_0340.jpg,0,0,1.2467492818832397
test_0341.jpg,2,1,1.2467492818832397
test_0342.jpg,1,0,1.2467492818832397
test_0343.jpg,2,1,1.2467492818832397
test_0344.jpg,2,1,1.2467492818832397
test_0345.jpg,2,1,1.2467492818832397
test_0346.jpg,0,0,1.2467492818832397
test_0347.jpg,2,1,1.2467492818832397
test_0348.jpg,0,0,1.2467492818832397
test_0349.jpg,1,0,1.2467492818832397
test_0350.jpg,0,0,1.2467492818832397
test_0351.jpg,2,1,1.2467492818832397
test_0352.jpg,2,1,1.3043681383132935
test_0353.jpg,0,1,1.3043681383132935
test_0354.jpg,1,0,1.3043681383132935
test_0355.jpg,2,1,1.3043681383132935
test_0356.jpg,1,0,1.3043681383132935
test_0357.jpg,2,1,1.3043681383132935
test_0358.jpg,2,1,1.3043681383132935
test_0359.jpg,0,0,1.3043681383132935
test_0360.jpg,2,1,1.3043681383132935
test_0361.jpg,1,0,1.3043681383132935
test_0362.jpg,1,0,1.3043681383132935
test_0363.jpg,0,0,1.3043681383132935
test_0364.jpg,0,2,1.3043681383132935
test_0365.jpg,0,1,1.3043681383132935
test_0366.jpg,0,0,1.3043681383132935
test_0367.jpg,1,0,1.3043681383132935
test_0368.jpg,2,1,1.1862746477127075
test_0369.jpg,0,2,1.1862746477127075
test_0370.jpg,1,0,1.1862746477127075
test_0371.jpg,0,0,1.1862746477127075
test_0372.jpg,2,1,1.1862746477127075
test_0373.jpg,0,0,1.1862746477127075
test_0374.jpg,0,0,1.1862746477127075
test_0375.jpg,1,0,1.1862746477127075
test_0376.jpg,2,1,1.1862746477127075
test_0377.jpg,0,0,1.1862746477127075
test_0378.jpg,1,0,1.1862746477127075
test_0379.jpg,1,0,1.1862746477127075
test_0380.jpg,1,0,1.1862746477127075
test_0381.jpg,0,0,1.1862746477127075
test_0382.jpg,1,0,1.1862746477127075
test_0383.jpg,1,0,1.1862746477127075
test_0384.jpg,0,0,1.3557233810424805
test_0385.jpg,2,1,1.3557233810424805
test_0386.jpg,1,0,1.3557233810424805
test_0387.jpg,0,0,1.3557233810424805
test_0388.jpg,1,0,1.3557233810424805
test_0389.jpg,0,0,1.3557233810424805
test_0390.jpg,1,0,1.3557233810424805
test_0391.jpg,2,1,1.3557233810424805
test_0392.jpg,2,1,1.3557233810424805
test_0393.jpg,2,1,1.3557233810424805
test_0394.jpg,2,1,1.3557233810424805
test_0395.jpg,0,0,1.3557233810424805
test_0396.jpg,2,1,1.3557233810424805
test_0397.jpg,2,1,1.3557233810424805
test_0398.jpg,2,1,1.3557233810424805
test_0399.jpg,1,0,1.3557233810424805
test_0400.jpg,2,1,1.2922152280807495
test_0401.jpg,1,0,1.2922152280807495
test_0402.jpg,1,1,1.2922152280807495
test_0403.jpg,0,0,1.2922152280807495
test_0404.jpg,1,0,1.2922152280807495
test_0405.jpg,0,1,1.2922152280807495
test_0406.jpg,2,1,1.2922152280807495
test_0407.jpg,2,1,1.2922152280807495
test_0408.jpg,1,1,1.2922152280807495
test_0409.jpg,2,1,1.2922152280807495
test_0410.jpg,1,0,1.2922152280807495
test_0411.jpg,2,1,1.2922152280807495
test_0412.jpg,2,1,1.2922152280807495
test_0413.jpg,2,1,1.2922152280807495
test_0414.jpg,2,1,1.2922152280807495
test_0415.jpg,0,0,1.2922152280807495
test_0416.jpg,1,0,1.2612853050231934
test_0417.jpg,1,0,1.2612853050231934
test_0418.jpg,0,2,1.2612853050231934
test_0419.jpg,1,0,1.2612853050231934
test_0420.jpg,1,0,1.2612853050231934
test_0421.jpg,1,0,1.2612853050231934
test_0422.jpg,0,0,1.2612853050231934
test_0423.jpg,1,1,1.2612853050231934
test_0424.jpg,2,1,1.2612853050231934
test_0425.jpg,0,0,1.2612853050231934
test_0426.jpg,2,1,1.2612853050231934
test_0427.jpg,2,1,1.2612853050231934
test_0428.jpg,1,0,1.2612853050231934
test_0429.jpg,1,0,1.2612853050231934
test_0430.jpg,2,1,1.2612853050231934
test_0431.jpg,1,0,1.2612853050231934
test_0432.jpg,1,0,1.1641472578048706
test_0433.jpg,1,1,1.1641472578048706
test_0434.jpg,0,0,1.1641472578048706
test_0435.jpg,2,1,1.1641472578048706
test_0436.jpg,0,0,1.1641472578048706
test_0437.jpg,2,1,1.1641472578048706
test_0438.jpg,1,0,1.1641472578048706
test_0439.jpg,2,1,1.1641472578048706
test_0440.jpg,0,0,1.1641472578048706
test_0441.jpg,2,1,1.1641472578048706
test_0442.jpg,0,1,1.1641472578048706
test_0443.jpg,1,0,1.1641472578048706
test_0444.jpg,2,1,1.1641472578048706
test_0445.jpg,0,0,1.1641472578048706
test_0446.jpg,0,0,1.1641472578048706
test_0447.jpg,2,1,1.1641472578048706
test_0448.jpg,2,1,1.3272473812103271
test_0449.jpg,1,0,1.3272473812103271
test_0450.jpg,1,0,1.3272473812103271
test_0451.jpg,0,0,1.3272473812103271
test_0452.jpg,2,1,1.3272473812103271
test_0453.jpg,1,1,1.3272473812103271
test_0454.jpg,2,1,1.3272473812103271
test_0455.jpg,2,1,1.3272473812103271
test_0456.jpg,0,0,1.3272473812103271
test_0457.jpg,0,0,1.3272473812103271
test_0458.jpg,1,0,1.3272473812103271
test_0459.jpg,1,0,1.3272473812103271
test_0460.jpg,1,0,1.3272473812103271
test_0461.jpg,1,0,1.3272473812103271
test_0462.jpg,2,1,1.3272473812103271
test_0463.jpg,2,1,1.3272473812103271
test_0464.jpg,0,0,1.228798747062683
test_0465.jpg,1,0,1.228798747062683
test_0466.jpg,2,1,1.228798747062683
test_0467.jpg,2,1,1.228798747062683
test_0468.jpg,0,1,1.228798747062683
test_0469.jpg,0,0,1.228798747062683
test_0470.jpg,2,1,1.228798747062683
test_0471.jpg,2,1,1.228798747062683
test_0472.jpg,2,1,1.228798747062683
test_0473.jpg,2,1,1.228798747062683
test_0474.jpg,2,1,1.228798747062683
test_0475.jpg,1,1,1.228798747062683
test_0476.jpg,1,1,1.228798747062683
test_0477.jpg,1,0,1.228798747062683
test_0478.jpg,0,0,1.228798747062683
test_0479.jpg,1,0,1.228798747062683
test_0480.jpg,0,0,1.1827021837234497
test_0481.jpg,2,1,1.1827021837234497
test_0482.jpg,2,1,1.1827021837234497
test_0483.jpg,0,1,1.1827021837234497
test_0484.jpg,0,1,1.1827021837234497
test_0485.jpg,0,0,1.1827021837234497
test_0486.jpg,0,0,1.1827021837234497
test_0487.jpg,1,0,1.1827021837234497
test_0488.jpg,1,0,1.1827021837234497
test_0489.jpg,2,0,1.1827021837234497
test_0490.jpg,2,1,1.1827021837234497
test_0491.jpg,0,0,1.1827021837234497
test_0492.jpg,1,0,1.1827021837234497
test_0493.jpg,0,0,1.1827021837234497
test_0494.jpg,2,1,1.1827021837234497
test_0495.jpg,0,0,1.1827021837234497
test_0496.jpg,0,0,1.2330033779144287
test_0497.jpg,0,0,1.2330033779144287
test_0498.jpg,1,1,1.2330033779144287
test_0499.jpg,0,0,1.2330033779144287
test_0500.jpg,2,1,1.2330033779144287
test_0501.jpg,1,1,1.2330033779144287
test_0502.jpg,1,0,1.2330033779144287
test_0503.jpg,0,0,1.2330033779144287
test_0504.jpg,1,0,1.2330033779144287
test_0505.jpg,2,1,1.2330033779144287
test_0506.jpg,0,1,1.2330033779144287
test_0507.jpg,0,0,1.2330033779144287
test_0508.jpg,2,1,1.2330033779144287
test_0509.jpg,2,1,1.2330033779144287
test_0510.jpg,2,1,1.2330033779144287
test_0511.jpg,0,1,1.2330033779144287
test_0512.jpg,2,1,1.2975441217422485
test_0513.jpg,2,1,1.2975441217422485
test_0514.jpg,1,0,1.2975441217422485
test_0515.jpg,1,0,1.2975441217422485
test_0516.jpg,1,0,1.2975441217422485
test_0517.jpg,1,0,1.2975441217422485
test_0518.jpg,0,0,1.2975441217422485
test_0519.jpg,2,1,1.2975441217422485
test_0520.jpg,0,0,1.2975441217422485
test_0521.jpg,0,0,1.2975441217422485
test_0522.jpg,1,0,1.2975441217422485
test_0523.jpg,0,0,1.2975441217422485
test_0524.jpg,2,1,1.2975441217422485
test_0525.jpg,1,0,1.2975441217422485
test_0526.jpg,0,0,1.2975441217422485
test_0527.jpg,2,1,1.2975441217422485
test_0528.jpg,1,0,1.2743971347808838
test_0529.jpg,2,1,1.2743971347808838
test_0530.jpg,0,1,1.2743971347808838
test_0531.jpg,2,1,1.2743971347808838
test_0532.jpg,1,0,1.2743971347808838
test_0533.jpg,2,1,1.2743971347808838
test_0534.jpg,1,0,1.2743971347808838
test_0535.jpg,2,1,1.2743971347808838
test_0536.jpg,2,1,1.2743971347808838
test_0537.jpg,1,0,1.2743971347808838
test_0538.jpg,0,1,1.2743971347808838
test_0539.jpg,0,0,1.2743971347808838
test_0540.jpg,1,0,1.2743971347808838
test_0541.jpg,2,1,1.2743971347808838
test_0542.jpg,0,0,1.2743971347808838
test_0543.jpg,2,1,1.2743971347808838
test_0544.jpg,1,0,1.2017226219177246
test_0545.jpg,1,0,1.2017226219177246
test_0546.jpg,0,0,1.2017226219177246
test_0547.jpg,1,0,1.2017226219177246
test_0548.jpg,2,1,1.2017226219177246
test_0549.jpg,1,0,1.2017226219177246
test_0550.jpg,1,0,1.2017226219177246
test_0551.jpg,0,1,1.2017226219177246
test_0552.jpg,1,0,1.2017226219177246
test_0553.jpg,0,0,1.2017226219177246
test_0554.jpg,1,0,1.2017226219177246
test_0555.jpg,0,0,1.2017226219177246
test_0556.jpg,1,0,1.2017226219177246
test_0557.jpg,0,0,1.2017226219177246
test_0558.jpg,1,0,1.2017226219177246
test_0559.jpg,2,1,1.2017226219177246
test_0560.jpg,0,0,1.1635346412658691
test_0561.jpg,0,0,1.1635346412658691
test_0562.jpg,1,0,1.1635346412658691
test_0563.jpg,2,1,1.1635346412658691
test_0564.jpg,2,1,1.1635346412658691
test_0565.jpg,0,0,1.1635346412658691
test_0566.jpg,1,2,1.1635346412658691
test_0567.jpg,1,0,1.1635346412658691
test_0568.jpg,1,0,1.1635346412658691
test_0569.jpg,0,0,1.1635346412658691
test_0570.jpg,1,1,1.1635346412658691
test_0571.jpg,2,1,1.1635346412658691
test_0572.jpg,0,0,1.1635346412658691
test_0573.jpg,1,1,1.1635346412658691
test_0574.jpg,1,0,1.1635346412658691
test_0575.jpg,0,0,1.1635346412658691
test_0576.jpg,0,0,1.202102780342102
test_0577.jpg,1,0,1.202102780342102
test_0578.jpg,1,0,1.202102780342102
test_0579.jpg,0,0,1.202102780342102
test_0580.jpg,1,0,1.202102780342102
test_0581.jpg,2,1,1.202102780342102
test_0582.jpg,1,1,1.202102780342102
test_0583.jpg,0,2,1.202102780342102
test_0584.jpg,2,1,1.202102780342102
test_0585.jpg,0,1,1.202102780342102
test_0586.jpg,1,0,1.202102780342102
test_0587.jpg,0,0,1.202102780342102
test_0588.jpg,2,1,1.202102780342102
test_0589.jpg,1,1,1.202102780342102
test_0590.jpg,2,1,1.202102780342102
test_0591.jpg,1,0,1.202102780342102
test_0592.jpg,1,0,1.3626675605773926
test_0593.jpg,1,0,1.3626675605773926
test_0594.jpg,2,1,1.3626675605773926
test_0595.jpg,1,0,1.3626675605773926
test_0596.jpg,2,1,1.3626675605773926
test_0597.jpg,1,0,1.3626675605773926
test_0598.jpg,0,0,1.3626675605773926
test_0599.jpg,1,0,1.3626675605773926
test_0600.jpg,2,1,1.3626675605773926
test_0601.jpg,0,0,1.3626675605773926
test_0602.jpg,1,0,1.3626675605773926
test_0603.jpg,0,2,1.3626675605773926
test_0604.jpg,2,1,1.3626675605773926
test_0605.jpg,0,0,1.3626675605773926
test_0606.jpg,0,0,1.3626675605773926
test_0607.jpg,2,1,1.3626675605773926
test_0608.jpg,0,0,1.2631844282150269
test_0609.jpg,2,1,1.2631844282150269
test_0610.jpg,1,0,1.2631844282150269
test_0611.jpg,0,0,1.2631844282150269
test_0612.jpg,1,0,1.2631844282150269
test_0613.jpg,2,1,1.2631844282150269
test_0614.jpg,1,0,1.2631844282150269
test_0615.jpg,1,0,1.2631844282150269
test_0616.jpg,2,1,1.2631844282150269
test_0617.jpg,2,1,1.2631844282150269
test_0618.jpg,1,0,1.2631844282150269
test_0619.jpg,0,1,1.2631844282150269
test_0620.jpg,0,0,1.2631844282150269
test_0621.jpg,2,1,1.2631844282150269
test_0622.jpg,0,0,1.2631844282150269
test_0623.jpg,0,1,1.2631844282150269
test_0624.jpg,2,1,1.2509684562683105
test_0625.jpg,0,0,1.2509684562683105
test_0626.jpg,2,1,1.2509684562683105
test_0627.jpg,0,0,1.2509684562683105
test_0628.jpg,0,0,1.2509684562683105
test_0629.jpg,1,0,1.2509684562683105
test_0630.jpg,1,2,1.2509684562683105
test_0631.jpg,0,0,1.2509684562683105
test_0632.jpg,0,0,1.2509684562683105
test_0633.jpg,1,0,1.2509684562683105
test_0634.jpg,1,0,1.2509684562683105
test_0635.jpg,1,0,1.2509684562683105
test_0636.jpg,2,1,1.2509684562683105
test_0637.jpg,0,0,1.2509684562683105
